ATP,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,IWL,IWW,L1,L2,L3,L4,L5,LPts,LRank,Location,Loser,Lsets,PSL,PSW,Round,Series,Surface,Tournament,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,W1,W2,W3,W4,W5,WPts,WRank,Winner,Wsets
4.0,3.75,1.25,3.0,3.55,1.28,Completed,Outdoor,1/13/05,3.35,1.3,3.0,1.25,1.0,5,,,,,73.0,Auckland,Starace P.,0.0,3.55,1.333,Quarterfinals,International,Hard,Heineken Open,,,,,,6.0,7,,,,,26.0,Chela J.I.,2.0
4.0,2.2,1.61,3.0,2.35,1.57,Completed,Outdoor,1/13/05,2.28,1.58,2.1,1.5,4.0,5,,,,,66.0,Auckland,Acasuso J.,0.0,2.53,1.578,Quarterfinals,International,Hard,Heineken Open,,,,,,6.0,7,,,,,78.0,Hernych J.,2.0
4.0,1.83,1.83,3.0,1.93,1.83,Completed,Outdoor,1/14/05,1.83,1.91,1.9,1.7,4.0,2,,,,,26.0,Auckland,Chela J.I.,0.0,1.935,1.885,Semifinals,International,Hard,Heineken Open,,,,,,6.0,6,,,,,23.0,Gonzalez F.,2.0
4.0,2.37,1.53,3.0,2.45,1.53,Completed,Outdoor,1/14/05,2.28,1.58,2.1,1.55,3.0,1,,,,,78.0,Auckland,Hernych J.,0.0,2.62,1.549,Semifinals,International,Hard,Heineken Open,,,,,,6.0,6,,,,,58.0,Rochus O.,2.0
4.0,2.2,1.61,3.0,2.35,1.6,Completed,Outdoor,1/15/05,2.4,1.53,2.0,1.6,4.0,2,,,,,58.0,Auckland,Rochus O.,0.0,2.26,1.685,The Final,International,Hard,Heineken Open,,,,,,6.0,6,,,,,23.0,Gonzalez F.,2.0
5.0,1.66,2.1,3.0,1.7,2.1,Completed,Outdoor,1/10/05,1.67,2.12,1.65,1.85,6.0,4,5,,,,44.0,Sydney,Berdych T.,1.0,1.68,2.27,1st Round,International,Hard,Medibank International,,,,,,3.0,6,7,,,,36.0,Verdasco F.,2.0
5.0,3.0,1.33,3.0,3.2,1.33,Completed,Outdoor,1/10/05,2.71,1.43,2.7,1.3,1.0,5,,,,,51.0,Sydney,Ferrer D.,0.0,2.96,1.442,1st Round,International,Hard,Medibank International,,,,,,6.0,7,,,,,48.0,Mirnyi M.,2.0
5.0,2.25,1.57,3.0,2.4,1.55,Completed,Outdoor,1/10/05,2.3,1.6,2.0,1.55,6.0,7,3,,,,42.0,Sydney,Volandri F.,1.0,2.34,1.649,1st Round,International,Hard,Medibank International,,,,,,7.0,6,6,,,,103.0,Arthurs W.,2.0
5.0,2.25,1.57,3.0,2.15,1.67,Completed,Outdoor,1/10/05,2.2,1.65,1.9,1.6,2.0,6,,,,,38.0,Sydney,Mayer F.,0.0,2.4,1.625,1st Round,International,Hard,Medibank International,,,,,,6.0,7,,,,,31.0,Johansson T.,2.0
5.0,1.44,2.62,3.0,1.45,2.65,Completed,Outdoor,1/10/05,1.39,2.83,1.45,2.2,3.0,5,,,,,33.0,Sydney,Melzer J.,0.0,1.538,2.66,1st Round,International,Hard,Medibank International,,,,,,6.0,7,,,,,87.0,Nieminen J.,2.0
5.0,3.25,1.28,3.0,3.55,1.28,Completed,Outdoor,1/10/05,3.1,1.35,3.0,1.25,4.0,4,,,,,159.0,Sydney,Reid T.,0.0,3.42,1.355,1st Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,24.0,Lopez F.,2.0
5.0,1.72,2.0,3.0,1.8,1.95,Completed,Outdoor,1/10/05,1.75,2.05,1.75,1.75,4.0,4,,,,,35.0,Sydney,Soderling R.,0.0,1.662,2.31,1st Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,37.0,Fish M.,2.0
5.0,2.62,1.44,3.0,2.7,1.45,Completed,Outdoor,1/11/05,2.6,1.45,2.2,1.45,1.0,3,,,,,101.0,Sydney,Zib T.,0.0,3.14,1.402,1st Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,106.0,Clement A.,2.0
5.0,5.0,1.14,3.0,5.5,1.12,Completed,Outdoor,1/11/05,5.5,1.15,3.8,1.15,6.0,5,,,,,532.0,Sydney,Bourgeois L.,0.0,6.3,1.143,1st Round,International,Hard,Medibank International,,,,,,7.0,7,,,,,17.0,Pavel A.,2.0
5.0,1.57,2.25,3.0,1.62,2.25,Completed,Outdoor,1/11/05,1.5,2.45,1.45,2.2,6.0,0,3,,,,47.0,Sydney,Malisse X.,1.0,1.592,2.49,1st Round,International,Hard,Medibank International,,,,,,4.0,6,6,,,,52.0,Llodra M.,2.0
5.0,5.5,1.12,3.0,5.2,1.14,Completed,Outdoor,1/11/05,5.5,1.15,3.8,1.15,5.0,6,,,,,102.0,Sydney,Ventura S.,0.0,5.32,1.185,1st Round,International,Hard,Medibank International,,,,,,7.0,7,,,,,30.0,Dent T.,2.0
5.0,6.5,1.1,3.0,7.4,1.08,Completed,Outdoor,1/11/05,6.25,1.1,4.5,1.1,1.0,2,,,,,43.0,Sydney,Beck K.,0.0,8.3,1.101,1st Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,3.0,Hewitt L.,2.0
5.0,2.62,1.44,3.0,2.55,1.5,Completed,Outdoor,1/11/05,2.45,1.5,2.2,1.45,4.0,3,,,,,45.0,Sydney,Rusedski G.,0.0,2.57,1.565,1st Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,11.0,Johansson J.,2.0
5.0,1.9,1.8,3.0,1.92,1.85,Completed,Outdoor,1/11/05,1.87,0.0,1.7,1.8,1.0,4,,,,,46.0,Sydney,Costa A.,0.0,1.935,1.885,1st Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,53.0,Andreev I.,2.0
5.0,1.25,3.5,3.0,1.28,3.55,Completed,Outdoor,1/11/05,1.22,3.98,1.2,3.3,2.0,6,2,,,,27.0,Sydney,Davydenko N.,1.0,1.278,4.05,1st Round,International,Hard,Medibank International,,,,,,6.0,3,6,,,,158.0,Minar I.,2.0
5.0,1.3,3.2,3.0,1.4,2.85,Completed,Outdoor,1/11/05,1.4,2.8,1.3,2.7,6.0,4,2,,,,5.0,Sydney,Moya C.,1.0,1.461,2.92,1st Round,International,Hard,Medibank International,,,,,,2.0,6,6,,,,34.0,Stepanek R.,2.0
5.0,2.25,1.57,3.0,2.3,1.6,Completed,Outdoor,1/12/05,2.17,1.64,2.1,1.5,4.0,6,,,,,87.0,Sydney,Nieminen J.,0.0,2.34,1.649,2nd Round,International,Hard,Medibank International,,,,,,6.0,7,,,,,17.0,Pavel A.,2.0
5.0,1.9,1.8,3.0,1.93,1.83,Completed,Outdoor,1/12/05,1.87,1.87,1.85,1.65,6.0,1,,,,,37.0,Sydney,Fish M.,0.0,1.901,1.917,2nd Round,International,Hard,Medibank International,,,,,,7.0,6,,,,,30.0,Dent T.,2.0
5.0,1.36,3.0,3.0,1.4,2.85,Completed,Outdoor,1/12/05,1.4,2.85,1.3,2.7,1.0,2,,,,,36.0,Sydney,Verdasco F.,0.0,1.488,2.82,2nd Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,158.0,Minar I.,2.0
5.0,2.25,1.57,3.0,2.15,1.67,Completed,Outdoor,1/12/05,2.05,1.71,2.0,1.55,4.0,6,6,,,,52.0,Sydney,Llodra M.,1.0,2.22,1.704,2nd Round,International,Hard,Medibank International,,,,,,6.0,3,7,,,,24.0,Lopez F.,2.0
5.0,7.5,1.07,3.0,8.0,1.07,Completed,Outdoor,1/12/05,5.5,1.13,4.5,1.1,2.0,4,,,,,106.0,Sydney,Clement A.,0.0,7.8,1.111,2nd Round,International,Hard,Medibank International,,,,,,6.0,6,,,,,3.0,Hewitt L.,2.0
5.0,1.9,1.8,3.0,1.8,1.98,Completed,Outdoor,1/12/05,1.75,2.0,1.75,1.75,3.0,7,2,,,,53.0,Sydney,Andreev I.,1.0,1.847,1.98,2nd Round,International,Hard,Medibank International,,,,,,6.0,6,6,,,,34.0,Stepanek R.,2.0
5.0,3.25,1.33,3.0,3.4,1.3,Completed,Outdoor,1/12/05,3.59,1.26,2.5,1.35,6.0,6,,,,,103.0,Sydney,Arthurs W.,0.0,3.69,1.318,2nd Round,International,Hard,Medibank International,,,,,,7.0,7,,,,,31.0,Johansson T.,2.0
5.0,1.39,2.75,3.0,1.45,2.7,Retired,Outdoor,1/12/05,1.37,2.92,1.4,2.3,1.0,,,,,,11.0,Sydney,Johansson J.,0.0,1.415,3.06,2nd Round,International,Hard,Medibank International,,,,,,4.0,,,,,,48.0,Mirnyi M.,0.0
5.0,1.72,2.0,3.0,1.7,2.0,Completed,Outdoor,1/13/05,1.8,1.95,1.65,1.85,3.0,2,,,,,24.0,Sydney,Lopez F.,0.0,1.82,2.02,Quarterfinals,International,Hard,Medibank International,,,,,,6.0,6,,,,,34.0,Stepanek R.,2.0
5.0,1.5,2.5,3.0,1.5,2.5,Completed,Outdoor,1/13/05,1.45,2.6,1.45,2.2,6.0,6,4,,,,17.0,Sydney,Pavel A.,1.0,1.541,2.65,Quarterfinals,International,Hard,Medibank International,,,,,,2.0,7,6,,,,158.0,Minar I.,2.0
5.0,4.5,1.16,3.0,5.5,1.14,Completed,Outdoor,1/13/05,4.45,1.18,4.5,1.1,1.0,6,,,,,31.0,Sydney,Johansson T.,0.0,6.05,1.15,Quarterfinals,International,Hard,Medibank International,,,,,,6.0,7,,,,,3.0,Hewitt L.,2.0
5.0,1.66,2.1,3.0,1.7,2.1,Retired,Outdoor,1/13/05,1.7,2.1,1.5,2.1,4.0,,,,,,30.0,Sydney,Dent T.,0.0,1.769,2.1,Quarterfinals,International,Hard,Medibank International,,,,,,3.0,,,,,,48.0,Mirnyi M.,0.0
5.0,1.5,2.5,3.0,1.5,2.6,Completed,Outdoor,1/14/05,1.44,2.67,1.4,2.5,1.0,2,,,,,34.0,Sydney,Stepanek R.,0.0,1.476,2.82,Semifinals,International,Hard,Medibank International,,,,,,6.0,6,,,,,158.0,Minar I.,2.0
5.0,4.5,1.16,3.0,4.25,1.22,Completed,Outdoor,1/14/05,4.25,1.2,4.0,1.15,7.0,3,2,,,,48.0,Sydney,Mirnyi M.,1.0,4.7,1.227,Semifinals,International,Hard,Medibank International,,,,,,6.0,6,6,,,,3.0,Hewitt L.,2.0
5.0,6.0,1.11,3.0,9.0,1.05,Completed,Outdoor,1/15/05,6.68,1.09,6.0,1.05,5.0,0,,,,,158.0,Sydney,Minar I.,0.0,10.38,1.079,The Final,International,Hard,Medibank International,,,,,,7.0,6,,,,,3.0,Hewitt L.,2.0
6.0,6.5,1.1,5.0,6.5,1.1,Completed,Outdoor,1/17/05,7.19,1.07,4.5,1.1,6.0,6,3,6.0,0.0,,152.0,Melbourne,Luczak P.,2.0,7.25,1.121,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,4,6,4.0,6.0,,31.0,Johansson T.,3.0
6.0,3.0,1.36,5.0,3.4,1.3,Completed,Outdoor,1/17/05,3.75,1.25,2.3,1.4,1.0,6,1,6.0,3.0,,214.0,Melbourne,Luzzi F.,2.0,3.31,1.369,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,3,6,3.0,6.0,,155.0,Baghdatis M.,3.0
6.0,2.87,1.36,5.0,3.4,1.3,Completed,Outdoor,1/17/05,3.22,1.32,2.5,1.35,6.0,2,4,,,,185.0,Melbourne,Wang Y.T.,0.0,3.2,1.392,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,101.0,Zib T.,3.0
6.0,1.3,3.39,5.0,1.37,3.0,Completed,Outdoor,1/17/05,1.37,2.92,1.3,2.7,3.0,6,3,,,,46.0,Melbourne,Costa A.,0.0,1.402,3.14,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,7,6,,,,123.0,Phau B.,3.0
6.0,1.53,2.37,5.0,1.57,2.35,Completed,Outdoor,1/17/05,1.55,2.35,1.4,2.3,4.0,7,4,6.0,4.0,,44.0,Melbourne,Mirnyi M.,2.0,1.578,2.53,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,5,6,4.0,6.0,,66.0,Calleri A.,3.0
6.0,2.25,1.57,5.0,2.55,1.5,Retired,Outdoor,1/17/05,2.34,1.56,2.0,1.55,4.0,2,0,,,,35.0,Melbourne,Soderling R.,0.0,2.51,1.585,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,1,,,,27.0,Hrbaty D.,2.0
6.0,8.0,1.06,5.0,,,Completed,Outdoor,1/17/05,6.75,1.1,3.8,1.15,3.0,2,1,,,,82.0,Melbourne,Hernandez O.,0.0,7.8,1.111,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,29.0,Ancic M.,3.0
6.0,3.5,1.28,5.0,3.85,1.25,Completed,Outdoor,1/17/05,4.25,1.2,3.3,1.2,4.0,3,3,,,,39.0,Melbourne,Horna L.,0.0,3.95,1.286,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,22.0,Ljubicic I.,3.0
6.0,2.5,1.5,5.0,2.4,1.55,Completed,Outdoor,1/17/05,2.34,1.56,2.2,1.45,6.0,4,3,,,,144.0,Melbourne,Gimelstob J.,0.0,2.55,1.571,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,10.0,Gaudio G.,3.0
6.0,1.83,1.83,5.0,1.83,1.93,Completed,Outdoor,1/17/05,1.8,1.95,1.8,1.7,3.0,4,4,,,,84.0,Melbourne,Lu Y.H.,0.0,1.877,1.943,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,91.0,Wessels P.,3.0
6.0,2.5,1.5,5.0,2.55,1.5,Completed,Outdoor,1/17/05,2.55,1.5,1.9,1.6,6.0,6,6,1.0,,,149.0,Melbourne,Bracciali D.,1.0,2.63,1.546,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,7,3,6.0,,,120.0,Tipsarevic J.,3.0
6.0,1.72,2.0,5.0,1.83,1.93,Completed,Outdoor,1/17/05,1.87,1.87,1.5,2.1,4.0,3,3,,,,90.0,Melbourne,Gambill J.M.,0.0,1.82,2.02,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,203.0,Suzuki T.,3.0
6.0,15.0,1.01,5.0,11.0,1.03,Completed,Outdoor,1/17/05,11.5,1.02,6.0,1.02,1.0,1,2,,,,49.0,Melbourne,Santoro F.,0.0,23.0,1.029,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,1.0,Federer R.,3.0
6.0,7.0,1.08,5.0,7.25,1.08,Completed,Outdoor,1/17/05,7.75,1.05,5.0,1.05,7.0,2,4,2.0,,,,Melbourne,Draper S.,1.0,8.0,1.108,1st Round,Grand Slam,Hard,Australian Open,,,,,,5.0,6,6,6.0,,,13.0,Robredo T.,3.0
6.0,4.0,1.19,5.0,3.75,1.25,Completed,Outdoor,1/17/05,3.46,1.28,3.8,1.15,6.0,2,5,4.0,,,69.0,Melbourne,Starace P.,1.0,4.43,1.245,1st Round,Grand Slam,Hard,Australian Open,,,,,,1.0,6,7,6.0,,,28.0,Srichaphan P.,3.0
6.0,5.0,1.14,5.0,5.0,1.16,Completed,Outdoor,1/17/05,3.81,1.24,3.8,1.15,6.0,0,4,6.0,7.0,,81.0,Melbourne,Monaco J.,2.0,4.8,1.215,1st Round,Grand Slam,Hard,Australian Open,,,,,,2.0,6,6,4.0,9.0,,37.0,Fish M.,3.0
6.0,1.44,2.62,5.0,,,Completed,Outdoor,1/17/05,1.37,2.92,1.45,2.2,3.0,7,5,2.0,,,60.0,Melbourne,Karlovic I.,1.0,1.529,2.69,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,7,6.0,,,95.0,Ulihrach B.,3.0
6.0,11.0,1.02,5.0,9.0,1.04,Completed,Outdoor,1/17/05,9.25,1.04,5.0,1.05,4.0,3,0,,,,173.0,Melbourne,Kindlmann D.,0.0,1.05,15.0,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,8.0,Agassi A.,3.0
6.0,5.0,1.14,5.0,6.0,1.12,Completed,Outdoor,1/17/05,5.2,1.15,3.8,1.15,6.0,2,3,,,,61.0,Melbourne,Schalken S.,0.0,6.0,1.15,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,11.0,Johansson J.,3.0
6.0,3.39,1.3,5.0,,,Completed,Outdoor,1/17/05,2.85,1.4,2.3,1.4,6.0,6,6,4.0,2.0,,74.0,Melbourne,Sanchez D.,2.0,3.23,1.388,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,4,1,6.0,6.0,,79.0,Sargsian S.,3.0
6.0,2.2,1.61,5.0,2.15,1.67,Completed,Outdoor,1/17/05,2.08,1.7,2.1,1.5,6.0,3,2,,,,117.0,Melbourne,Patience O.,0.0,2.15,1.741,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,40.0,Schuettler R.,3.0
6.0,6.5,1.1,5.0,6.5,1.1,Completed,Outdoor,1/17/05,5.2,1.15,3.8,1.15,5.0,2,4,,,,204.0,Melbourne,Serra F.,0.0,6.85,1.131,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,30.0,Dent T.,3.0
6.0,1.39,2.75,5.0,1.45,2.7,Completed,Outdoor,1/17/05,1.45,2.6,1.45,2.2,6.0,2,3,3.0,,,67.0,Melbourne,Enqvist T.,1.0,1.526,2.7,1st Round,Grand Slam,Hard,Australian Open,,,,,,3.0,6,6,6.0,,,83.0,Tabara M.,3.0
6.0,1.57,2.25,5.0,1.67,2.15,Completed,Outdoor,1/17/05,1.67,2.12,1.45,2.2,6.0,3,4,6.0,,,57.0,Melbourne,Ginepri R.,1.0,1.69,2.25,1st Round,Grand Slam,Hard,Australian Open,,,,,,1.0,6,6,7.0,,,219.0,Monfils G.,3.0
6.0,1.39,2.75,5.0,1.45,2.7,Completed,Outdoor,1/17/05,1.4,2.85,1.35,2.5,6.0,4,3,6.0,1.0,,58.0,Melbourne,Lee H.T.,2.0,1.408,3.1,1st Round,Grand Slam,Hard,Australian Open,,,,,,3.0,6,6,3.0,6.0,,86.0,Kim K.,3.0
6.0,1.1,6.5,5.0,1.12,6.0,Completed,Outdoor,1/17/05,1.1,6.75,1.15,3.8,5.0,3,6,3.0,,,5.0,Melbourne,Moya C.,1.0,1.133,6.7,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,3,6.0,,,106.0,Garcia-Lopez G.,3.0
6.0,6.5,1.1,5.0,6.5,1.1,Completed,Outdoor,1/17/05,6.23,1.1,4.5,1.1,5.0,5,2,,,,310.0,Melbourne,Baccanello P.,0.0,7.05,1.125,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,7,6,,,,23.0,Lopez F.,3.0
6.0,3.0,1.36,5.0,2.85,1.4,Completed,Outdoor,1/17/05,3.22,1.32,2.5,1.35,2.0,2,1,,,,175.0,Melbourne,Reid T.,0.0,3.27,1.375,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,42.0,Beck K.,3.0
6.0,1.72,2.0,5.0,1.7,2.1,Completed,Outdoor,1/17/05,1.64,2.17,1.65,1.85,5.0,6,6,2.0,3.0,,21.0,Melbourne,Kiefer N.,2.0,1.752,2.13,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,2,3,6.0,6.0,,53.0,Rochus O.,3.0
6.0,2.5,1.5,5.0,2.55,1.5,Completed,Outdoor,1/17/05,2.6,1.45,2.0,1.55,6.0,4,3,2.0,,,114.0,Melbourne,Sanguinetti D.,1.0,2.56,1.568,1st Round,Grand Slam,Hard,Australian Open,,,,,,3.0,6,6,6.0,,,87.0,Nieminen J.,3.0
6.0,2.87,1.36,5.0,3.1,1.35,Completed,Outdoor,1/17/05,3.22,1.32,2.5,1.35,3.0,2,3,,,,47.0,Melbourne,Malisse X.,0.0,3.41,1.356,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,17.0,Haas T.,3.0
6.0,7.5,1.07,5.0,5.85,1.12,Completed,Outdoor,1/17/05,6.75,1.1,4.5,1.1,0.0,2,1,,,,188.0,Melbourne,Djokovic N.,0.0,6.5,1.138,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,4.0,Safin M.,3.0
6.0,6.5,1.1,5.0,6.5,1.1,Completed,Outdoor,1/18/05,6.25,1.1,4.5,1.1,4.0,2,6,,,,302.0,Melbourne,Guccione C.,0.0,9.2,1.089,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,7,,,,12.0,Canas G.,3.0
6.0,3.5,1.28,5.0,3.4,1.3,Completed,Outdoor,1/18/05,3.22,1.32,2.7,1.3,4.0,6,6,,,,99.0,Melbourne,Arthurs W.,0.0,3.65,1.323,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,7,7,,,,24.0,Chela J.I.,3.0
6.0,3.0,1.36,5.0,3.1,1.35,Completed,Outdoor,1/18/05,3.12,1.34,2.7,1.3,2.0,4,0,,,,43.0,Melbourne,Berdych T.,0.0,3.15,1.4,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,6.0,Coria G.,3.0
6.0,4.0,1.22,5.0,4.1,1.22,Completed,Outdoor,1/18/05,3.46,1.28,3.3,1.2,2.0,2,5,,,,89.0,Melbourne,Haehnel J.,0.0,3.84,1.299,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,7,,,,15.0,Youzhny M.,3.0
6.0,2.75,1.39,5.0,3.0,1.37,Completed,Outdoor,1/18/05,2.92,1.37,2.3,1.4,6.0,4,0,6.0,,,73.0,Melbourne,Bjorkman J.,1.0,3.0,1.435,1st Round,Grand Slam,Hard,Australian Open,,,,,,2.0,6,6,7.0,,,48.0,Rusedski G.,3.0
6.0,1.72,2.0,5.0,1.83,1.93,Completed,Outdoor,1/18/05,1.87,1.87,1.5,2.1,7.0,4,6,6.0,,,100.0,Melbourne,Almagro N.,1.0,1.971,1.855,1st Round,Grand Slam,Hard,Australian Open,,,,,,5.0,6,7,7.0,,,283.0,Reynolds B.,3.0
6.0,2.75,1.39,5.0,2.7,1.45,Completed,Outdoor,1/18/05,2.6,1.45,2.7,1.3,3.0,4,3,,,,51.0,Melbourne,Llodra M.,0.0,2.75,1.5,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,14.0,Grosjean S.,3.0
6.0,2.5,1.5,5.0,2.3,1.6,Completed,Outdoor,1/18/05,2.17,1.64,2.2,1.45,3.0,0,4,,,,70.0,Melbourne,Muller G.,0.0,2.52,1.581,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,36.0,Verdasco F.,3.0
6.0,1.83,1.83,5.0,2.1,1.7,Completed,Outdoor,1/18/05,1.91,1.83,1.85,1.65,3.0,7,6,5.0,3.0,,20.0,Melbourne,Spadea V.,2.0,2.11,1.763,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,5,4,7.0,6.0,,32.0,Stepanek R.,3.0
6.0,2.62,1.44,5.0,2.85,1.4,Completed,Outdoor,1/18/05,2.85,1.4,2.2,1.45,7.0,7,0,4.0,5.0,,,Melbourne,March O.,2.0,2.95,1.444,1st Round,Grand Slam,Hard,Australian Open,,,,,,5.0,5,6,6.0,7.0,,142.0,Lisnard J.R.,3.0
6.0,5.5,1.12,5.0,5.5,1.12,Completed,Outdoor,1/18/05,5.2,1.15,4.5,1.1,4.0,4,0,,,,108.0,Melbourne,Mutis O.,0.0,6.1,1.148,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,18.0,Pavel A.,3.0
6.0,3.0,1.36,5.0,3.1,1.35,Completed,Outdoor,1/18/05,2.92,1.37,2.3,1.4,4.0,7,1,0.0,,,119.0,Melbourne,Mantilla F.,1.0,3.55,1.333,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,6.0,,,72.0,Hernych J.,3.0
6.0,3.39,1.3,5.0,3.55,1.28,Completed,Outdoor,1/18/05,3.67,1.25,2.7,1.3,6.0,1,2,,,,98.0,Melbourne,Burgsmuller L.,0.0,3.44,1.352,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,52.0,Andreev I.,3.0
6.0,2.5,1.5,5.0,2.6,1.48,Completed,Outdoor,1/18/05,2.6,1.45,2.1,1.5,3.0,3,6,,,,68.0,Melbourne,Martin A.,0.0,2.95,1.444,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,7,,,,59.0,Mello R.,3.0
6.0,5.5,1.12,5.0,5.4,1.14,Completed,Outdoor,1/18/05,5.2,1.15,3.8,1.15,6.0,6,3,3.0,5.0,,63.0,Melbourne,Acasuso J.,2.0,7.16,1.124,1st Round,Grand Slam,Hard,Australian Open,,,,,,3.0,3,6,6.0,7.0,,16.0,Gonzalez F.,3.0
6.0,3.0,1.36,5.0,3.0,1.37,Completed,Outdoor,1/18/05,3.1,1.35,2.5,1.35,0.0,4,2,,,,65.0,Melbourne,Benneteau J.,0.0,3.08,1.412,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,56.0,Nadal R.,3.0
6.0,4.5,1.16,5.0,4.15,1.22,Completed,Outdoor,1/18/05,4.25,1.2,3.3,1.2,2.0,5,2,,,,150.0,Melbourne,Karanusic R.,0.0,5.73,1.163,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,7,6,,,,26.0,Davydenko N.,3.0
6.0,13.0,1.01,5.0,11.0,1.03,Completed,Outdoor,1/18/05,11.5,1.02,6.0,1.02,5.0,2,1,,,,75.0,Melbourne,Labadze I.,0.0,23.5,1.029,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,2.0,Roddick A.,3.0
6.0,6.0,1.11,5.0,5.4,1.14,Completed,Outdoor,1/18/05,5.2,1.15,4.5,1.1,6.0,6,6,3.0,4.0,,50.0,Melbourne,Ferrer D.,2.0,6.45,1.14,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,4,4,6.0,6.0,,9.0,Nalbandian D.,3.0
6.0,2.62,1.44,5.0,,,Completed,Outdoor,1/18/05,2.45,1.5,2.3,1.4,6.0,3,4,6.0,4.0,,78.0,Melbourne,Calatrava A.,2.0,3.09,1.41,1st Round,Grand Slam,Hard,Australian Open,,,,,,3.0,6,6,4.0,6.0,,97.0,Ventura S.,3.0
6.0,4.5,1.16,5.0,4.5,1.18,Completed,Outdoor,1/18/05,4.25,1.2,3.8,1.15,6.0,3,4,4.0,,,270.0,Melbourne,van Gemerden M.,1.0,4.45,1.244,1st Round,Grand Slam,Hard,Australian Open,,,,,,2.0,6,6,6.0,,,33.0,Ferrero J.C.,3.0
6.0,1.72,2.0,5.0,1.9,1.85,Completed,Outdoor,1/18/05,1.75,2.0,1.7,1.8,6.0,2,1,,,,80.0,Melbourne,Carlsen K.,0.0,1.862,1.962,1st Round,Grand Slam,Hard,Australian Open,,,,,,7.0,6,6,,,,102.0,Kohlschreiber P.,3.0
6.0,3.75,1.25,5.0,3.75,1.25,Completed,Outdoor,1/18/05,3.59,1.26,3.0,1.25,2.0,3,3,,,,96.0,Melbourne,Montanes A.,0.0,3.99,1.287,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,6,6,,,,115.0,Rochus C.,3.0
6.0,1.5,2.5,5.0,1.4,2.85,Completed,Outdoor,1/18/05,1.5,2.45,1.4,2.3,4.0,7,5,6.0,,,113.0,Melbourne,Mathieu P.H.,1.0,1.405,3.12,1st Round,Grand Slam,Hard,Australian Open,,,,,,6.0,5,7,7.0,,,103.0,Carraz G.,3.0
