ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,1/22/18,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Fucsovics M.,2,80,9605,674,6,4,7,6,6,2,,,,,3,0,Completed,1.02,17,1.01,11.5,1.02,21,1.03,20.83,1.05,24,1.02,16.41
6,Melbourne,Australian Open,1/22/18,Grand Slam,Outdoor,Hard,4th Round,5,Sandgren T.,Thiem D.,97,5,583,4060,6,2,4,6,7,6,6,7,6,3,3,2,Completed,7,1.1,6.25,1.09,6.5,1.11,7.4,1.13,7.8,1.13,6.81,1.11
6,Melbourne,Australian Open,1/22/18,Grand Slam,Outdoor,Hard,4th Round,5,Chung H.,Djokovic N.,58,14,857,2335,7,6,7,5,7,6,,,,,3,0,Completed,4,1.25,3.75,1.23,4,1.25,4.4,1.26,4.5,1.29,4.06,1.25
6,Melbourne,Australian Open,1/23/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Edmund K.,Dimitrov G.,49,3,992,4990,6,4,3,6,6,3,6,4,,,3,1,Completed,3.75,1.28,3.45,1.27,3.5,1.28,3.83,1.32,4,1.35,3.68,1.29
6,Melbourne,Australian Open,1/23/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Cilic M.,Nadal R.,6,1,3805,10600,3,6,6,3,6,7,6,2,2,0,2,2,Retired,4,1.25,3.75,1.23,4,1.25,4.18,1.28,4.5,1.3,4.03,1.25
6,Melbourne,Australian Open,1/24/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Chung H.,Sandgren T.,58,97,857,583,6,4,7,6,6,3,,,,,3,0,Completed,1.25,4,1.24,3.65,1.25,4,1.29,4.13,1.32,4.2,1.27,3.87
6,Melbourne,Australian Open,1/24/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Berdych T.,2,20,9605,2050,7,6,6,3,6,4,,,,,3,0,Completed,1.14,5.5,1.15,4.75,1.17,5,1.18,5.8,1.2,6,1.17,5.22
6,Melbourne,Australian Open,1/25/18,Grand Slam,Outdoor,Hard,Semifinals,5,Cilic M.,Edmund K.,6,49,3805,992,6,2,7,6,6,2,,,,,3,0,Completed,1.33,3.4,1.28,3.35,1.3,3.5,1.33,3.83,1.36,3.9,1.31,3.52
6,Melbourne,Australian Open,1/26/18,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Chung H.,2,58,9605,857,6,1,5,2,,,,,,,1,0,Retired,1.12,6,1.14,5,1.17,5,1.17,6.22,1.21,6.5,1.16,5.55
6,Melbourne,Australian Open,1/28/18,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Cilic M.,2,6,9605,3805,6,2,6,7,6,3,3,6,6,1,3,2,Completed,1.22,4.5,1.21,3.95,1.25,4.33,1.25,4.66,1.3,4.75,1.23,4.37
7,Montpellier,Open Sud de France,2/5/18,ATP250,Indoor,Hard,1st Round,3,Paire B.,Zverev M.,44,53,1110,952,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.5,2.4,1.53,2.5,1.56,2.59,1.59,2.78,1.53,2.49
7,Montpellier,Open Sud de France,2/5/18,ATP250,Indoor,Hard,1st Round,3,Rublev A.,Garcia-Lopez G.,36,69,1310,755,6,4,6,4,,,,,,,2,0,Completed,1.33,3.25,1.32,3.1,1.36,3.25,1.37,3.32,1.44,3.45,1.35,3.17
7,Montpellier,Open Sud de France,2/6/18,ATP250,Indoor,Hard,1st Round,3,Taberner C.,Gombos N.,190,137,281,431,7,6,7,6,,,,,,,2,0,Completed,3.75,1.25,3.75,1.23,4,1.25,4.17,1.27,4.3,1.28,3.94,1.25
7,Montpellier,Open Sud de France,2/6/18,ATP250,Indoor,Hard,1st Round,3,Chardy J.,Tsitsipas S.,91,78,605,678,4,6,7,5,7,5,,,,,2,1,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.34,1.66,2.34,1.76,2.18,1.68
7,Montpellier,Open Sud de France,2/6/18,ATP250,Indoor,Hard,1st Round,3,Berankis R.,Benneteau J.,117,55,498,923,6,3,7,6,,,,,,,2,0,Completed,2.75,1.4,2.65,1.42,2.75,1.44,2.8,1.49,3,1.51,2.7,1.46
7,Montpellier,Open Sud de France,2/6/18,ATP250,Indoor,Hard,1st Round,3,Simon G.,Maden Y.,64,142,815,399,6,1,4,6,7,6,,,,,2,1,Completed,1.25,3.75,1.25,3.6,1.3,3.5,1.29,3.94,1.31,4.28,1.27,3.75
7,Montpellier,Open Sud de France,2/6/18,ATP250,Indoor,Hard,1st Round,3,Khachanov K.,Ferrer D.,49,39,1030,1280,6,7,6,3,6,4,,,,,2,1,Completed,1.72,2,1.72,2,1.73,2.1,1.69,2.28,1.9,2.3,1.76,2.06
7,Montpellier,Open Sud de France,2/7/18,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,De Schepper K.,76,146,690,392,7,6,6,7,6,4,,,,,2,1,Completed,1.83,1.83,1.85,1.85,1.91,1.91,1.96,1.93,2.05,2.01,1.9,1.88
7,Montpellier,Open Sud de France,2/7/18,ATP250,Indoor,Hard,1st Round,3,Millman J.,Sugita Y.,109,41,521,1235,5,7,6,3,6,4,,,,,2,1,Completed,1.44,2.62,1.5,2.4,1.57,2.37,1.58,2.52,1.59,2.65,1.53,2.49
7,Montpellier,Open Sud de France,2/7/18,ATP250,Indoor,Hard,1st Round,3,Bemelmans R.,Hemery C.,121,148,478,381,6,1,6,2,,,,,,,2,0,Completed,1.66,2.1,1.6,2.2,1.61,2.25,1.63,2.4,1.7,2.47,1.63,2.26
7,Montpellier,Open Sud de France,2/7/18,ATP250,Indoor,Hard,1st Round,3,Mahut N.,Brown D.,105,125,527,467,6,7,2,5,,,,,,,0,1,Retired,1.66,2.1,1.72,2,1.73,2.1,1.71,2.25,1.82,2.25,1.72,2.11
7,Montpellier,Open Sud de France,2/7/18,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Medvedev D.,33,56,1375,919,6,0,6,3,,,,,,,2,0,Completed,1.36,3,1.4,2.75,1.44,2.75,1.45,2.95,1.45,3.12,1.42,2.85
7,Montpellier,Open Sud de France,2/7/18,ATP250,Indoor,Hard,2nd Round,3,Goffin D.,Simon G.,7,64,3460,815,6,4,6,2,,,,,,,2,0,Completed,1.28,3.5,1.32,3.1,1.33,3.4,1.39,3.29,1.39,3.5,1.34,3.22
7,Montpellier,Open Sud de France,2/7/18,ATP250,Indoor,Hard,2nd Round,3,Rublev A.,Chardy J.,36,91,1310,605,6,2,6,1,,,,,,,2,0,Completed,1.5,2.5,1.42,2.65,1.5,2.62,1.4,3.24,1.53,3.24,1.47,2.68
7,Montpellier,Open Sud de France,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Khachanov K.,Berankis R.,49,117,1030,498,6,2,7,6,,,,,,,2,0,Completed,1.4,2.75,1.37,2.85,1.4,3,1.43,3.05,1.44,3.26,1.4,2.9
7,Montpellier,Open Sud de France,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Dzumhur D.,Bemelmans R.,30,121,1471,478,7,5,6,4,,,,,,,2,0,Completed,1.57,2.25,1.57,2.25,1.61,2.25,1.65,2.38,1.68,2.48,1.61,2.3
7,Montpellier,Open Sud de France,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Herbert P.H.,33,76,1375,690,7,6,5,7,6,3,,,,,2,1,Completed,1.16,5,1.15,4.75,1.17,5,1.16,6.3,1.19,6.35,1.15,5.52
7,Montpellier,Open Sud de France,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Tsonga J.W.,Mahut N.,19,105,2050,527,7,6,6,7,7,6,,,,,2,1,Completed,1.14,5.5,1.13,5.2,1.17,5,1.13,7.18,1.17,7.18,1.14,5.6
7,Montpellier,Open Sud de France,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Pouille L.,Taberner C.,17,190,2235,281,6,1,6,2,,,,,,,2,0,Completed,1.12,6,1.11,5.6,1.12,6,1.14,6.91,1.15,6.95,1.12,6.07
7,Montpellier,Open Sud de France,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Paire B.,Millman J.,44,109,1110,521,6,4,7,6,,,,,,,2,0,Completed,1.61,2.2,1.65,2.1,1.73,2.1,1.76,2.19,1.76,2.31,1.69,2.15
7,Montpellier,Open Sud de France,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Goffin D.,Khachanov K.,7,49,3460,1030,6,4,6,4,,,,,,,2,0,Completed,1.3,3.5,1.24,3.65,1.36,3.25,1.33,3.75,1.37,4.8,1.3,3.62
7,Montpellier,Open Sud de France,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Gasquet R.,Dzumhur D.,33,30,1375,1471,6,4,6,2,,,,,,,2,0,Completed,1.3,3.5,1.28,3.35,1.3,3.5,1.35,3.61,1.35,3.8,1.3,3.49
7,Montpellier,Open Sud de France,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Rublev A.,19,36,2050,1310,6,4,7,6,,,,,,,2,0,Completed,1.66,2.2,1.62,2.15,1.67,2.2,1.67,2.38,1.75,2.4,1.64,2.27
7,Montpellier,Open Sud de France,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Pouille L.,Paire B.,17,44,2235,1110,6,1,6,4,,,,,,,2,0,Completed,1.53,2.5,1.5,2.4,1.53,2.5,1.48,2.92,1.66,2.92,1.56,2.42
7,Montpellier,Open Sud de France,2/10/18,ATP250,Indoor,Hard,Semifinals,3,Gasquet R.,Goffin D.,33,7,1375,3460,6,4,0,6,6,3,,,,,2,1,Completed,2.3,1.61,2.3,1.55,2.37,1.57,2.2,1.77,2.55,1.77,2.33,1.6
7,Montpellier,Open Sud de France,2/10/18,ATP250,Indoor,Hard,Semifinals,3,Pouille L.,Tsonga J.W.,17,19,2235,2050,1,6,5,5,,,,,,,0,1,Retired,2.2,1.66,2.1,1.65,2.1,1.73,2.26,1.74,2.29,1.77,2.15,1.71
7,Montpellier,Open Sud de France,2/11/18,ATP250,Indoor,Hard,The Final,3,Pouille L.,Gasquet R.,17,33,2235,1375,7,6,6,4,,,,,,,2,0,Completed,2.25,1.61,2.2,1.6,2.25,1.61,2.36,1.68,2.4,1.71,2.26,1.64
8,Quito,Ecuador Open,2/5/18,ATP250,Outdoor,Clay,1st Round,3,Moutet C.,Menendez-Maceiras A.,152,131,361,446,6,4,6,7,6,2,,,,,2,1,Completed,1.61,2.2,1.6,2.2,1.61,2.25,1.6,2.48,1.73,2.48,1.6,2.32
8,Quito,Ecuador Open,2/5/18,ATP250,Outdoor,Clay,1st Round,3,Martin A.,Dutra Silva R.,156,101,344,531,7,5,6,4,,,,,,,2,0,Completed,1.66,2.1,1.65,2.1,1.67,2.2,1.77,2.16,1.95,2.3,1.69,2.16
8,Quito,Ecuador Open,2/5/18,ATP250,Outdoor,Clay,1st Round,3,Travaglia S.,Andujar P.,135,1753,442,1,6,4,5,7,7,5,,,,,2,1,Completed,1.44,2.62,1.45,2.55,1.44,2.75,1.53,2.67,1.62,2.95,1.47,2.66
8,Quito,Ecuador Open,2/5/18,ATP250,Outdoor,Clay,1st Round,3,Ruud C.,Berlocq C.,122,119,476,494,7,5,6,0,,,,,,,2,0,Completed,1.57,2.25,1.62,2.15,1.73,2.1,1.66,2.34,1.84,2.4,1.68,2.18
8,Quito,Ecuador Open,2/6/18,ATP250,Outdoor,Clay,1st Round,3,Estrella Burgos V.,Bellucci T.,86,108,642,521,4,6,6,4,6,2,,,,,2,1,Completed,1.57,2.25,1.62,2.15,1.67,2.2,1.71,2.24,1.74,2.4,1.66,2.2
8,Quito,Ecuador Open,2/6/18,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Gaio F.,107,247,523,211,7,6,6,3,,,,,,,2,0,Completed,1.36,3,1.37,2.85,1.4,3,1.41,3.14,1.42,3.2,1.38,3.02
8,Quito,Ecuador Open,2/6/18,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,Zeballos H.,118,66,495,768,6,4,7,6,,,,,,,2,0,Completed,2.1,1.66,2.15,1.62,2.2,1.67,2.25,1.71,2.3,1.75,2.18,1.67
8,Quito,Ecuador Open,2/7/18,ATP250,Outdoor,Clay,1st Round,3,Giannessi A.,Polansky P.,159,141,343,401,6,3,6,4,,,,,,,2,0,Completed,1.4,2.75,1.37,2.85,1.4,3,1.42,3.08,1.45,3.26,1.4,2.94
8,Quito,Ecuador Open,2/7/18,ATP250,Outdoor,Clay,1st Round,3,Jarry N.,Bagnis F.,95,195,557,275,6,7,6,2,7,6,,,,,2,1,Completed,1.72,2,1.65,2.1,1.67,2.2,1.75,2.19,1.83,2.2,1.73,2.09
8,Quito,Ecuador Open,2/7/18,ATP250,Outdoor,Clay,1st Round,3,Karlovic I.,Escobedo E.,90,133,615,444,6,4,6,7,7,6,,,,,2,1,Completed,1.53,2.37,1.55,2.3,1.57,2.37,1.59,2.5,1.63,2.5,1.57,2.38
8,Quito,Ecuador Open,2/7/18,ATP250,Outdoor,Clay,1st Round,3,Melzer G.,Cecchinato M.,98,99,545,543,6,4,6,2,,,,,,,2,0,Completed,1.53,2.37,1.5,2.4,1.53,2.5,1.53,2.67,1.61,2.72,1.53,2.5
8,Quito,Ecuador Open,2/7/18,ATP250,Outdoor,Clay,1st Round,3,Quiroz R.,Hanfmann Y.,282,113,176,504,7,6,6,3,,,,,,,2,0,Completed,2.75,1.4,2.65,1.42,2.75,1.44,2.88,1.47,3,1.55,2.68,1.47
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Melzer G.,Estrella Burgos V.,98,86,545,642,4,6,6,1,6,4,,,,,2,1,Completed,1.66,2.1,1.8,1.9,1.91,1.91,1.69,2.31,1.95,2.31,1.75,2.07
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Lorenzi P.,107,46,523,1085,7,6,7,5,,,,,,,2,0,Completed,2.1,1.66,2.1,1.65,2.2,1.67,2.11,1.81,2.45,1.81,2.15,1.7
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Jarry N.,Travaglia S.,95,135,557,442,4,6,7,6,6,3,,,,,2,1,Completed,1.53,2.37,1.53,2.35,1.53,2.5,1.68,2.34,1.68,2.55,1.59,2.36
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Moutet C.,Karlovic I.,152,90,361,615,7,5,6,7,7,6,,,,,2,1,Completed,2.25,1.57,2.3,1.55,2.5,1.53,2.67,1.54,2.67,1.74,2.36,1.59
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Quiroz R.,21,282,1925,176,6,3,3,6,6,3,,,,,2,1,Completed,1.14,5.5,1.12,5.4,,,1.14,6.68,1.17,7.21,1.13,6
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Monteiro T.,Giannessi A.,118,159,495,343,7,6,4,6,7,5,,,,,2,1,Completed,1.57,2.25,1.6,2.2,1.61,2.25,1.71,2.28,1.74,2.37,1.66,2.22
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Monfils G.,Ruud C.,43,122,1130,476,6,4,3,6,6,4,,,,,2,1,Completed,1.36,3,1.37,2.85,1.4,3,1.43,3.05,1.44,3.2,1.39,2.95
8,Quito,Ecuador Open,2/8/18,ATP250,Outdoor,Clay,2nd Round,3,Martin A.,Carreno Busta P.,156,10,344,2705,6,4,6,2,,,,,,,2,0,Completed,3.75,1.25,3.45,1.27,3.5,1.3,4.35,1.26,4.35,1.31,3.68,1.28
8,Quito,Ecuador Open,2/9/18,ATP250,Outdoor,Clay,Quarterfinals,3,Carballes Baena R.,Jarry N.,107,95,523,557,3,6,6,2,7,6,,,,,2,1,Completed,2,1.8,1.95,1.75,2,1.8,2.15,1.8,2.15,1.87,1.99,1.81
8,Quito,Ecuador Open,2/9/18,ATP250,Outdoor,Clay,Quarterfinals,3,Martin A.,Moutet C.,156,152,344,361,6,3,6,4,,,,,,,2,0,Completed,1.72,2.1,1.62,2.15,1.67,2.2,1.76,2.22,1.8,2.44,1.7,2.16
8,Quito,Ecuador Open,2/9/18,ATP250,Outdoor,Clay,Quarterfinals,3,Monteiro T.,Monfils G.,118,43,495,1130,6,4,2,6,6,4,,,,,2,1,Completed,4.33,1.22,4.1,1.2,4.33,1.22,4.9,1.23,4.9,1.26,4.34,1.22
8,Quito,Ecuador Open,2/9/18,ATP250,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Melzer G.,21,98,1925,545,6,2,6,4,,,,,,,2,0,Completed,1.66,2.2,1.62,2.15,1.61,2.25,1.74,2.25,1.74,2.41,1.66,2.23
8,Quito,Ecuador Open,2/10/18,ATP250,Outdoor,Clay,Semifinals,3,Carballes Baena R.,Martin A.,107,156,523,344,4,6,6,3,6,2,,,,,2,1,Completed,1.8,2,1.75,1.95,1.8,2,1.88,2.04,1.94,2.13,1.79,2.03
8,Quito,Ecuador Open,2/10/18,ATP250,Outdoor,Clay,Semifinals,3,Ramos-Vinolas A.,Monteiro T.,21,118,1925,495,6,4,6,7,6,4,,,,,2,1,Completed,1.36,3.25,1.33,3.05,1.36,3.25,1.38,3.37,1.43,3.48,1.35,3.19
8,Quito,Ecuador Open,2/11/18,ATP250,Outdoor,Clay,The Final,3,Carballes Baena R.,Ramos-Vinolas A.,107,21,523,1925,6,3,4,6,6,4,,,,,2,1,Completed,3,1.4,2.85,1.37,3,1.4,3.37,1.38,3.64,1.44,3.11,1.37
9,Sofia,Garanti Koza Sofia Open,2/5/18,ATP250,Indoor,Hard,1st Round,3,Lacko L.,Donskoy E.,96,71,551,739,6,4,6,4,,,,,,,2,0,Completed,1.8,1.9,1.85,1.85,1.91,1.91,1.93,1.96,2.03,2.05,1.86,1.92
9,Sofia,Garanti Koza Sofia Open,2/5/18,ATP250,Indoor,Hard,1st Round,3,Sousa J.,Kuzmanov D.,68,340,755,134,7,6,6,1,,,,,,,2,0,Completed,1.22,4,1.2,4.1,1.22,4.33,1.24,4.46,1.25,4.8,1.22,4.26
9,Sofia,Garanti Koza Sofia Open,2/6/18,ATP250,Indoor,Hard,1st Round,3,Basic M.,Mayer F.,129,72,448,733,6,4,6,1,,,,,,,2,0,Completed,,,,,1.5,2.5,,,1.5,2.78,1.47,2.56
9,Sofia,Garanti Koza Sofia Open,2/6/18,ATP250,Indoor,Hard,1st Round,3,Kovalik J.,Albot R.,187,89,284,618,6,3,6,3,,,,,,,2,0,Completed,1.9,1.8,1.85,1.85,1.91,1.91,1.95,1.93,2,2,1.9,1.89
9,Sofia,Garanti Koza Sofia Open,2/6/18,ATP250,Indoor,Hard,1st Round,3,Klizan M.,Donski A.,147,1529,389,2,7,5,6,1,,,,,,,2,0,Completed,1.03,15,1.02,10,1.03,12,1.03,17.13,1.05,19.75,1.03,14.3
9,Sofia,Garanti Koza Sofia Open,2/6/18,ATP250,Indoor,Hard,1st Round,3,Istomin D.,Andreev A.,74,211,713,251,6,3,6,4,,,,,,,2,0,Completed,1.02,17,1.01,11.5,1.02,15,1.02,18.7,1.04,23,1.02,15.73
9,Sofia,Garanti Koza Sofia Open,2/6/18,ATP250,Indoor,Hard,1st Round,3,Troicki V.,Gulbis E.,67,199,755,266,6,3,6,7,6,3,,,,,2,1,Completed,1.66,2.1,1.72,2,1.73,2.1,1.73,2.22,1.79,2.22,1.73,2.09
9,Sofia,Garanti Koza Sofia Open,2/7/18,ATP250,Indoor,Hard,1st Round,3,Kavcic B.,Djere L.,111,88,513,626,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66,2,1.72,2.1,1.73,2.02,1.87,2.15,1.87,2.02,1.78
9,Sofia,Garanti Koza Sofia Open,2/7/18,ATP250,Indoor,Hard,1st Round,3,Copil M.,Haase R.,93,42,596,1175,7,6,6,4,,,,,,,2,0,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.2,1.74,2.23,1.8,2.11,1.72
9,Sofia,Garanti Koza Sofia Open,2/7/18,ATP250,Indoor,Hard,1st Round,3,Seppi A.,Youzhny M.,77,92,686,604,6,3,6,4,,,,,,,2,0,Completed,1.72,2,1.72,2,1.8,2,1.81,2.1,1.83,2.23,1.77,2.04
9,Sofia,Garanti Koza Sofia Open,2/7/18,ATP250,Indoor,Hard,1st Round,3,Marterer M.,Jaziri M.,82,110,669,515,7,6,6,4,,,,,,,2,0,Completed,1.36,3,1.35,2.95,1.4,3,1.39,3.23,1.45,3.23,1.4,2.95
9,Sofia,Garanti Koza Sofia Open,2/7/18,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Caruso S.,123,185,474,286,7,6,6,3,,,,,,,2,0,Completed,1.28,3.5,1.27,3.45,1.33,3.4,,,1.34,4,1.29,3.6
9,Sofia,Garanti Koza Sofia Open,2/7/18,ATP250,Indoor,Hard,2nd Round,3,Kovalik J.,Lacko L.,187,96,284,551,4,6,6,2,7,5,,,,,2,1,Completed,2.62,1.44,2.65,1.42,2.75,1.44,2.93,1.46,2.94,1.5,2.74,1.45
9,Sofia,Garanti Koza Sofia Open,2/7/18,ATP250,Indoor,Hard,2nd Round,3,Basic M.,Kohlschreiber P.,129,35,448,1335,7,5,7,6,,,,,,,2,0,Completed,2.25,1.57,2.25,1.57,2.37,1.57,2.44,1.63,2.5,1.69,2.33,1.6
9,Sofia,Garanti Koza Sofia Open,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Marterer M.,Sousa J.,82,68,669,755,7,5,7,6,,,,,,,2,0,Completed,1.72,2,1.72,2,1.8,2,1.79,2.15,1.91,2.18,1.76,2.04
9,Sofia,Garanti Koza Sofia Open,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Muller G.,Seppi A.,28,77,1535,686,4,6,7,6,7,6,,,,,2,1,Completed,1.61,2.2,1.6,2.2,1.61,2.25,1.71,2.27,1.74,2.35,1.64,2.25
9,Sofia,Garanti Koza Sofia Open,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Copil M.,Kavcic B.,93,111,596,513,6,2,6,2,,,,,,,2,0,Completed,1.3,3.4,1.32,3.1,1.36,3.25,1.38,3.33,1.4,3.4,1.34,3.23
9,Sofia,Garanti Koza Sofia Open,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Troicki V.,Istomin D.,67,74,755,713,7,6,1,6,7,6,,,,,2,1,Completed,1.61,2.2,1.57,2.25,1.57,2.37,1.72,2.25,1.72,2.45,1.62,2.28
9,Sofia,Garanti Koza Sofia Open,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Baghdatis M.,Mannarino A.,123,25,474,1670,6,7,6,3,6,1,,,,,2,1,Completed,2.25,1.57,2.2,1.6,2.2,1.67,2.44,1.63,2.45,1.7,2.31,1.62
9,Sofia,Garanti Koza Sofia Open,2/8/18,ATP250,Indoor,Hard,2nd Round,3,Wawrinka S.,Klizan M.,15,147,2385,389,4,6,6,2,6,3,,,,,2,1,Completed,1.57,2.25,1.55,2.3,1.57,2.37,1.63,2.44,1.67,2.55,1.59,2.36
9,Sofia,Garanti Koza Sofia Open,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Copil M.,Muller G.,93,28,596,1535,6,4,6,4,,,,,,,2,0,Completed,2.37,1.57,2.2,1.6,2.25,1.57,2.35,1.68,2.48,1.7,2.32,1.61
9,Sofia,Garanti Koza Sofia Open,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Kovalik J.,Baghdatis M.,187,123,284,474,7,6,6,4,,,,,,,2,0,Completed,3.25,1.36,2.85,1.37,3,1.4,3.35,1.39,3.35,1.44,3,1.39
9,Sofia,Garanti Koza Sofia Open,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Wawrinka S.,Troicki V.,15,67,2385,755,6,1,7,6,,,,,,,2,0,Completed,1.5,2.62,1.5,2.4,1.53,2.37,1.51,2.82,1.55,2.83,1.51,2.56
9,Sofia,Garanti Koza Sofia Open,2/9/18,ATP250,Indoor,Hard,Quarterfinals,3,Basic M.,Marterer M.,129,82,448,669,6,4,4,6,6,3,,,,,2,1,Completed,2.37,1.57,2.35,1.53,2.37,1.57,2.61,1.57,2.61,1.67,2.37,1.58
9,Sofia,Garanti Koza Sofia Open,2/10/18,ATP250,Indoor,Hard,Semifinals,3,Copil M.,Kovalik J.,93,187,596,284,6,4,6,2,,,,,,,2,0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.43,3.14,1.47,3.16,1.43,2.84
9,Sofia,Garanti Koza Sofia Open,2/10/18,ATP250,Indoor,Hard,Semifinals,3,Basic M.,Wawrinka S.,129,15,448,2385,7,6,6,4,,,,,,,2,0,Completed,3.75,1.28,3.45,1.27,3.75,1.28,3.8,1.32,3.98,1.33,3.58,1.29
9,Sofia,Garanti Koza Sofia Open,2/11/18,ATP250,Indoor,Hard,The Final,3,Basic M.,Copil M.,129,93,448,596,7,6,6,7,6,4,,,,,2,1,Completed,2.3,1.61,2.25,1.57,2.25,1.61,2.47,1.63,2.47,1.69,2.3,1.61
10,Buenos Aires,Argentina Open,2/12/18,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Bagnis F.,88,190,652,287,7,6,6,1,,,,,,,2,0,Completed,2,1.72,1.9,1.8,1.91,1.91,1.95,1.93,2.1,1.95,1.94,1.84
10,Buenos Aires,Argentina Open,2/12/18,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Mayer F.,70,71,755,739,7,6,6,4,,,,,,,2,0,Completed,1.25,3.75,1.27,3.45,1.28,3.75,1.3,3.82,1.34,4,1.29,3.6
10,Buenos Aires,Argentina Open,2/12/18,ATP250,Outdoor,Clay,1st Round,3,Bellucci T.,Cachin P.,137,276,431,183,6,2,6,1,,,,,,,2,0,Completed,1.33,3.25,1.3,3.2,1.33,3.4,1.32,3.66,1.35,3.9,1.31,3.45
10,Buenos Aires,Argentina Open,2/12/18,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Berlocq C.,69,119,755,494,6,3,6,3,,,,,,,2,0,Completed,1.8,1.9,1.85,1.85,1.91,1.91,1.94,1.94,1.96,2.03,1.89,1.9
10,Buenos Aires,Argentina Open,2/12/18,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Kicker N.,59,87,864,660,2,6,6,4,6,4,,,,,2,1,Completed,1.44,2.62,1.45,2.55,1.5,2.62,1.49,2.8,1.51,2.85,1.47,2.68
10,Buenos Aires,Argentina Open,2/13/18,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,Vesely J.,51,60,968,850,6,0,6,3,,,,,,,2,0,Completed,1.9,1.8,1.95,1.75,2,1.8,2.06,1.84,2.14,1.91,1.99,1.81
10,Buenos Aires,Argentina Open,2/13/18,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Dutra Silva R.,50,105,974,531,6,7,6,2,6,4,,,,,2,1,Completed,1.44,2.62,1.42,2.65,1.44,2.75,1.5,2.75,1.51,2.96,1.46,2.71
10,Buenos Aires,Argentina Open,2/13/18,ATP250,Outdoor,Clay,1st Round,3,Verdasco F.,Monteiro T.,40,96,1260,575,6,2,7,5,,,,,,,2,0,Completed,1.36,3,1.35,2.95,1.4,3,1.43,3.01,1.46,3.13,1.39,2.98
10,Buenos Aires,Argentina Open,2/13/18,ATP250,Outdoor,Clay,1st Round,3,Monfils G.,Cuevas P.,43,32,1175,1380,6,1,6,4,,,,,,,2,0,Completed,1.8,1.9,1.8,1.9,1.91,1.91,2.01,1.88,2.01,2.1,1.89,1.91
